-0.00336935,-0.011407898,-0.014723798
0.001731133,-0.007095619,0.012868425
0.003132998,0.008498778,-0.003618225
0.006997718,0.035559333,0.029026894
-0.004522026,0.002351003,-0.003601786
-4.40E-05,-0.017023311,-0.016193615
0.00684907,0.008233308,0.015180402
-0.032710809,-0.050335844,-0.056285433
-0.002424799,0.013673612,-0.007580352
0.003298242,0.015375152,0.01093287
0.006373258,0.013308482,0.012692719
-0.013526354,-0.004726888,-0.014245886
-0.003894494,-0.009415722,0.000374137
-0.00332335,0.014923057,-0.008397976
0.005158896,0.00837227,0.017711265
0.001462193,0.029642452,0.029251749
-0.003095768,0.000259091,0.010279106
0.001723934,0.017786854,0.019281141
-0.015186261,-0.011824673,-0.015543299
-0.001583628,-0.001909396,-0.003604182
0.002672574,0.000809452,0.000785686
0.00092189,-0.005182067,0.005349706
-0.005814889,-0.006082729,-0.006031191
4.45E-05,0.011836255,0.003294067
0.014193377,0.018963174,0.011480516
0.00032652,-0.004400972,0.008031542
0.001985997,0.016193033,0.00484226
-0.002134042,0.000284916,-0.002013546
-0.001912902,0.007223837,-0.000621982
0.000324746,0.002984176,-0.003100266
0.010552874,0.009444517,0.006313085
0.014958499,0.014415031,0.011734561
0.003150688,0.000854452,0.004213902
-0.004627628,-0.009371347,-0.001266294
-0.005609435,0.00169913,-0.009955752
0.002434934,0.002168137,-0.003234343
-0.00019877,-0.001511698,0.004467088
0.001126048,0.011593492,0.001071772
0.003969887,0.003534088,0.004081936
-0.000703429,-0.00115732,0.003575153
-0.003906059,0.002501822,-0.005186722
0.003052198,0.002188311,0.003569304
-0.003099177,-0.00372813,-0.00840584
-0.004259128,-0.00361591,-0.003087327
0.004265516,0.003930925,0.002985955
0.007870229,0.008521787,0.011446682
-0.001951779,0.007488087,0.002129806
-0.002634733,-0.005701459,-0.004574872
-0.004308898,-0.006273099,-0.010161255
-0.000245997,-0.001158562,-0.000294442
1.88E-05,-0.003324064,0.002546032
0.007780398,0.007458346,0.010514933
-0.020337557,-0.015435341,-0.023911778
0.003812386,0.002953442,0.002115399
-0.000865859,0.002043367,-0.001638568
-0.005821415,-0.003813311,-0.007839595
0.002248358,0.002939845,0.009003755
0.004242647,0.004007242,0.013484557
-0.004499803,-0.007880154,-0.008861223
-0.001461712,0.007426503,-0.002301538
0.00280937,-0.004899562,0.002673993
0.0009433,0.00259581,0.011223469
0.001218712,0.011951752,-0.00232816
0.002347154,0.01140821,0.004752711
-0.001502927,0.00343211,0.004063677
-0.002994944,-0.006123279,-0.007841687
-0.002839789,0.000821284,-0.003464927
-0.001204088,0.004474351,-0.004915086
0.007866116,0.005790569,0.011876925
-0.001897769,0.003092918,0.003463687
0.000590773,0.000642272,0.000447127
-0.004706884,-0.009898603,-0.009960159
-0.002791467,0.001112339,-0.005648889
-0.004010316,0.002099655,-0.004527861
0.000949428,0.002104073,0.004474765
-0.002307763,0.001410556,-0.00814901
0.001230397,0.005169311,0.005707595
-0.00588091,0.009671062,0.00800295
0.010737286,0.010592471,0.000368936
0.002418682,-0.001919261,-0.001804522
0.010054872,0.010670393,0.007457426
0.002029806,-0.003766977,0.005708955
0.004597963,-0.00271181,0.004573056
-0.00481785,-0.007874072,-0.004997762
0.002754242,0.00267247,0.003255379
0.006011556,0.007041539,0.001836857
-0.003057004,-0.005765692,-0.004626866
-0.00773631,0.013541777,-0.002939097
0.021418163,-0.000638355,0.003659311
0.000315716,0.002182456,-0.002978296
0.023442988,-0.006407346,0.00947048
0.008550478,0.004601384,0.020635956
0.000603094,-0.007263098,-0.004847698
-0.003027119,-0.006274388,-0.004521792
-0.003363839,-0.002527828,-0.006568268
0.003911806,0.003180641,-0.000150972
-0.002557832,-0.005495234,-0.006151769
0.003539389,0.006141714,0.013264918
0.002351235,0.002370019,0.006387943
0.008076216,0.007589933,0.004611305
0.002729335,0.002284005,0.012528695
0.002799094,-0.003026423,0.003239909
